label;nz;tf;TF;entropy
initiative;32;39;39;4.855789718806774
injection;19;21;21;4.201841232302569
injunction;4;4;4;2.0
injury;61;97;97;5.604001925340455
injustice;8;8;8;3.0
inlet;5;5;5;2.3219280948873626
inline;6;7;7;2.5216406363433186
inmate;8;8;8;3.0
inn;6;6;6;2.584962500721156
inning;18;23;23;4.00182282562223
innocence;11;12;12;3.418295834054489
innocent;6;9;9;2.419381945646372
innovation;47;61;61;5.39377196867496
input;67;112;112;5.535377382728332
inquiry;16;21;21;3.820888851350188
inquisition;6;9;9;2.4193819456463714
insanity;4;6;6;1.9182958340544896
inscription;82;134;134;5.961684855517174
insect;27;43;43;4.547789463752857
insecticide;4;4;4;2.0
insertion;11;12;12;3.418295834054489
inside;16;26;26;3.6385304691242917
insight;29;37;37;4.6794630825360635
insignia;10;14;14;3.128085278891395
insistence;13;16;16;3.625
inspection;7;7;7;2.807354922057604
inspector;15;17;17;3.8521687236032816
inspiration;21;40;40;3.97402442086502
instability;28;34;34;4.712319091186708
installation;19;24;24;4.084962500721157
installment;6;7;7;2.5216406363433186
instance;59;146;146;4.460027847800946
instant;7;9;9;2.6416041678685933
instigator;6;6;6;2.584962500721156
instinct;18;20;20;4.1219280948873624
institute;42;63;63;4.968335117002501
institution;127;228;228;6.238269955361689
institutiones;7;7;7;2.807354922057604
instruction;37;56;56;4.923713074640391
instructions;54;71;71;5.54792943002298
instructor;11;12;12;3.4182958340544896
instrument;75;114;114;5.898079268285023
instrumental;13;19;19;3.4971558025756706
insubordination;3;3;3;1.584962500721156
insularity;8;8;8;3.0
insulation;18;20;20;4.1219280948873624
insult;8;9;9;2.94770277922009
insurance;14;17;17;3.734521664779752
insurgency;10;10;10;3.321928094887362
insurrection;13;14;14;3.6644977792004623
intake;9;11;11;3.0957952550009344
intangible;6;6;6;2.584962500721156
integer;27;48;48;4.309560814286288
integral;9;10;10;3.121928094887362
integration;15;17;17;3.8521687236032816
integrity;16;18;18;3.9477027792200903
intellect;16;25;25;3.733660689688185
intellectual;41;53;53;5.124634257373818
intelligence;54;63;63;5.655618613873087
intensification;7;7;7;2.807354922057604
intensity;21;31;31;4.014860327200947
intent;33;45;45;4.800310530134926
intention;54;105;105;5.168905572387498
interaction;49;83;83;5.084107723698601
interceptor;7;10;10;2.7219280948873625
intercession;10;12;12;3.2516291673878226
interchange;4;5;5;1.9219280948873623
interest;179;409;409;6.365649609247288
interface;21;25;25;4.323856189774723
interference;18;25;25;4.023465189601646
interim;5;8;8;2.1556390622295662
interior;35;91;91;3.9276314329796334
interlude;5;5;5;2.3219280948873626
intermarriage;8;9;9;2.94770277922009
intermediate;23;38;38;4.188331131693838
internet;8;10;10;2.8464393446710154
internment;6;6;6;2.584962500721156
interplay;5;5;5;2.3219280948873626
interpretation;125;240;240;6.153896308284624
interpreter;51;81;81;5.209238456707575
interrogator;7;8;8;2.75
interruption;5;5;5;2.3219280948873626
interval;26;36;36;4.49313255764786
intervention;56;101;101;5.347513062874526
interview;26;54;54;3.9110424759542686
intestine;7;10;10;2.6464393446710157
intrigue;8;10;10;2.9219280948873623
introduction;60;157;157;4.724397687693591
intuition;8;8;8;3.0
intuitiveness;5;5;5;2.3219280948873626
inulin;4;4;4;2.0
invader;25;37;37;4.0728655871151584
invariance;19;26;26;4.085055102756477
invasion;99;195;195;5.755708439442877
invention;54;92;92;5.16097232087994
inventor;13;34;34;3.0048559204511114
inventory;12;12;12;3.584962500721156
inverse;5;5;5;2.3219280948873626
inversion;13;15;15;3.640223928941852
invertebrate;8;8;8;3.0
investigation;61;95;95;5.62102439267392
investigator;19;24;24;4.1053885422075345
investment;49;74;74;5.286957926352056
investor;22;24;24;4.41829583405449
invitation;10;14;14;3.182005814760214
invocation;9;10;10;3.121928094887362
invoice;6;7;7;2.5216406363433186
involvement;33;50;50;4.766370130156181
iodide;7;7;7;2.807354922057604
iodine;8;10;10;2.9219280948873623
ion;67;115;115;5.586910171873846
ionic;3;4;4;1.5
ionization;14;17;17;3.734521664779752
iris;6;6;6;2.584962500721156
iron;62;84;84;5.679029958958598
irony;5;6;6;2.2516291673878226
irradiation;5;6;6;2.2516291673878226
irregular;9;12;12;3.0220552088742005
irregularity;8;12;12;2.918295834054489
irrigation;33;41;41;4.912072431289048
irritant;6;6;6;2.584962500721156
irritation;5;5;5;2.3219280948873626
island;168;536;536;5.489142978185028
islander;8;9;9;2.9477027792200903
isle;12;25;25;3.217796811598595
ism;13;15;15;3.589898095464287
isolation;21;28;28;4.164497779200461
isomer;24;33;33;4.430313437343592
isomorphism;6;9;9;2.4193819456463714
isotope;67;143;143;5.398619687210151
issuance;8;11;11;2.845350936622437
issue;158;327;327;6.378533714003259
isthmus;4;5;5;1.9219280948873623
it;1473;4020;4020;9.506349084318098
italics;4;5;5;1.9219280948873623
item;53;69;69;5.523531297697002
its;600;1409;1409;8.486914359676978
itself;66;90;90;5.857192924343405
iudicandorum;3;3;3;1.584962500721156
iv;38;58;58;4.926272374139506
ivory;7;7;7;2.807354922057604
ivy;5;5;5;2.3219280948873626
ix;10;10;10;3.321928094887362
jack;12;12;12;3.584962500721156
jail;4;5;5;1.9219280948873625
jam;8;8;8;3.0
jar;8;9;9;2.94770277922009
jargon;8;8;8;3.0
jasper;8;9;9;2.94770277922009
jaw;11;20;20;3.141446071165522
jaws;14;18;18;3.6835423624332306
jazz;7;7;7;2.807354922057604
jealousy;14;15;15;3.773557262275185
jean;3;3;3;1.584962500721156
jeerer;5;5;5;2.3219280948873626
jerk;6;6;6;2.584962500721156
jet;26;30;30;4.6150610122030695
jewel;17;23;23;3.844881935429326
jewelry;21;30;30;4.094739663055176
jezebel;6;6;6;2.584962500721156
jihad;4;4;4;2.0
jimmadseni;2;4;4;1.0
jirga;3;3;3;1.584962500721156
job;88;123;123;6.16325864003871
john;37;50;50;4.8581719394718395
join;3;11;11;0.8658566174572235
joint;37;74;74;4.550773305878337
joke;13;15;15;3.640223928941851
jolt;2;2;2;1.0
journal;65;105;105;5.36250894361726
journalist;25;36;36;4.402990543819066
journey;36;65;65;4.6994419533047544
joy;7;10;10;2.721928094887362
jubilee;18;25;25;3.9736606896881845
judge;67;99;99;5.668392701799138
judgement;18;19;19;4.142664355548851
judgment;62;93;93;5.675925747264014
judiciary;8;19;19;2.589518302689536
juice;10;10;10;3.321928094887362
jump;10;11;11;3.2776134368191165
junction;22;30;30;4.2817276788697365
junior;6;7;7;2.521640636343318
junk;7;8;8;2.75
junta;4;5;5;1.9219280948873623
jurisdiction;85;165;165;5.796951175001973
jurist;4;4;4;2.0
jury;24;47;47;4.027473159958118
justice;69;101;101;5.741346542809928
justification;32;48;48;4.7303885422075345
juvenes;5;5;5;2.3219280948873626
juvenile;17;20;20;4.021928094887362
k;33;46;46;4.838566847267295
kabbalah;7;7;7;2.807354922057604
kadabba;7;7;7;2.807354922057604
kana;8;10;10;2.9219280948873623
karma;29;36;36;4.669925001442311
kedge;13;18;18;3.3082708345352603
keen;5;7;7;2.128085278891394
keeper;5;5;5;2.3219280948873626
kelp;6;7;7;2.521640636343318
kernel;11;16;16;3.202819531114783
ketone;6;8;8;2.5
key;49;87;87;5.166535837633771
keyboard;21;25;25;4.243856189774723
keynote;9;12;12;3.0220552088742005
kg;18;20;20;4.1219280948873624
khan;56;102;102;5.355338454313596
kiati;6;7;7;2.5216406363433186
kid;8;10;10;2.9219280948873623
kidney;11;14;14;3.3248629576173574
kill;5;9;9;1.8799649487271113
killer;13;16;16;3.5
killing;11;14;14;3.3248629576173574
kilogram;10;12;12;3.2516291673878226
kilograms;3;3;3;1.584962500721156
kilometer;12;16;16;3.452819531114783
kilometre;15;21;21;3.630412660873998
kinases;4;4;4;2.0
kind;118;255;255;5.99751092343167
kindred;5;6;6;2.2516291673878226
kinematics;6;7;7;2.5216406363433186
kinetics;3;4;4;1.5
king;333;909;909;6.197634505115247
kingdom;171;509;509;5.465921907331073
kingpin;9;9;9;3.169925001442312
kingship;18;27;27;3.9545304475546987
kino;4;4;4;2.0
kinship;7;9;9;2.6416041678685938
kinsmen;8;8;8;3.0
kirk;10;11;11;3.2776134368191165
kit;7;7;7;2.807354922057604
kitchen;11;18;18;3.2390979179887864
kite;15;21;21;3.784941827437643
km;20;23;23;4.229871195093384
knee;13;14;14;3.6644977792004623
knife;19;24;24;4.017894147619623
knight;45;87;87;4.662065139143776
knob;10;13;13;3.180832987205441
knowledge;108;211;211;5.908258636011862
koa;5;5;5;2.3219280948873626
kulitis;4;4;4;2.0
l;27;35;35;4.629003731107052
la;4;4;4;2.0
lab;13;17;17;3.6168746059562227
label;33;47;47;4.747862320594795
lability;2;3;3;0.9182958340544896
labor;81;131;131;5.929282093511226
laboratory;45;74;74;4.9815071299449185
laborer;6;7;7;2.5216406363433186
labour;44;76;76;4.993673401174482
labourer;5;5;5;2.3219280948873626
laceration;6;6;6;2.584962500721156
lack;48;124;124;4.2305304179169525
lady;27;51;51;4.392795441406006
lagoon;13;13;13;3.7004397181410926
laity;8;9;9;2.9477027792200903
lake;43;67;67;5.045139518906904
lame;5;5;5;2.3219280948873626
lamp;22;24;24;4.418295834054489
lancet;7;9;9;2.6416041678685933
land;254;635;635;6.431532911185681
landing;41;64;64;5.032560203736037
landlord;4;5;5;1.9219280948873623
landmark;17;22;22;3.9705730958116843
landmass;7;11;11;2.663532754804255
landowner;16;17;17;3.969815782426811
landscape;40;52;52;5.118426977631663
landslide;4;6;6;1.9182958340544896
lane;9;10;10;3.121928094887362
language;494;1574;1574;7.262323913311534
lanthanum;6;8;8;2.4056390622295662
lapse;6;7;7;2.5216406363433186
laptop;5;5;5;2.3219280948873626
larger;6;7;7;2.5216406363433186
largest;20;64;64;3.44183164979857
largo;5;7;7;2.1280852788913944
larvae;19;25;25;4.083856189774723
laser;20;21;21;4.297079327540665
last;70;202;202;4.735900632572265
latest;8;13;13;2.6535442970305683
latitude;22;36;36;4.294653473544341
lato;7;10;10;2.6464393446710153
latter;60;108;108;4.628586932349076
lattice;6;6;6;2.584962500721156
launch;57;105;105;5.332290063612109
launcher;8;8;8;3.0
laureate;13;15;15;3.5898980954642865
laurel;8;9;9;2.9477027792200903
laver;4;4;4;2.0
law;295;692;692;6.952309025023829
lawsuit;13;20;20;3.4219280948873623
lawyer;40;55;55;5.0556115869629545
lay;13;13;13;3.7004397181410926
layer;32;62;62;4.389106593618208
layman;6;7;7;2.5216406363433186
laymen;5;5;5;2.3219280948873626
layout;37;49;49;4.9379494469982665
lborg;4;4;4;2.0
lead;77;123;123;5.674643189705895
leader;232;471;471;6.835975183632198
leadership;54;90;90;5.2202367410644
leading;29;42;42;4.459906483285186
leaf;19;21;21;4.201841232302569
leaflet;9;9;9;3.169925001442312
league;33;57;57;4.534154641251628
leakage;8;8;8;3.0
leaning;15;16;16;3.875
learning;40;57;57;5.078161066644495
lease;9;9;9;3.169925001442312
least;5;8;8;2.1556390622295662
leave;46;84;84;4.784298336510163
leaving;16;17;17;3.969815782426811
lectionis;7;8;8;2.75
lecture;47;64;64;5.345714015923013
lecturer;8;9;9;2.9477027792200903
lee;45;61;61;5.289435444468396
left;9;20;20;2.6464393446710153
leg;45;64;64;5.251964015923012
legacy;61;99;99;5.489833954290386
legality;11;14;14;3.3248629576173574
legalization;6;6;6;2.584962500721156
legate;13;16;16;3.577819531114783
legend;74;145;145;5.508183798510345
legion;40;58;58;5.004364184708141
legislation;38;43;43;5.193706615167214
legislator;12;13;13;3.546593564294939
legislature;34;74;74;4.203960757981496
legitimacy;8;12;12;2.8553885422075336
leisure;7;7;7;2.807354922057604
lemon;7;7;7;2.807354922057604
lenga;2;2;2;1.0
length;97;231;231;5.512577805276171
lens;24;28;28;4.521640636343317
leopard;13;14;14;3.6644977792004623
lesbian;4;4;4;2.0
lesion;6;7;7;2.521640636343318
lesser;13;20;20;3.446439344671015
lesson;25;35;35;4.422000516883152
letter;245;619;619;6.792567891788639
lettuce;10;12;12;3.188721875540867
leukemia;4;4;4;2.0
leukocyte;4;4;4;2.0
leukoencephalitis;4;6;6;1.9182958340544893
levant;10;18;18;2.855953642864355
level;223;558;558;6.550486522056504
levy;6;6;6;2.584962500721156
lfheim;8;8;8;3.0
liability;13;14;14;3.6644977792004623
liaison;20;21;21;4.297079327540665
libel;11;14;14;3.3248629576173574
liberal;34;49;49;4.798910487971594
liberalism;17;24;24;3.8197738350294785
liberality;8;8;8;3.0
liberation;14;20;20;3.6086949695628414
libertarian;27;28;28;4.735926350629031
libertarianism;16;17;17;3.969815782426811
liberty;35;66;66;4.5613614853182805
libido;5;5;5;2.3219280948873626
library;80;159;159;5.458796914236058
libratus;10;12;12;3.188721875540867
licence;6;7;7;2.5216406363433186
license;25;28;28;4.566108939837479
lichen;6;6;6;2.584962500721156
lick;5;5;5;2.3219280948873626
lie;37;57;57;4.682652771895665
lieutenant;13;22;22;3.4817145729860726
life;353;1059;1059;6.669249880653659
lifeboat;10;15;15;3.056564762130954
lifespan;8;8;8;3.0
lifestyle;18;25;25;3.939470570797251
lifetime;24;73;73;3.749699266147713
lift;29;41;41;4.704993772857999
lifting;6;6;6;2.584962500721156
ligand;13;14;14;3.6644977792004623
ligature;11;11;11;3.459431618637298
light;109;254;254;5.724775165256441
lighter;13;23;23;3.340114958279899
lighthouse;8;11;11;2.9139770731827523
lighting;16;17;17;3.969815782426811
lightning;11;11;11;3.459431618637298
lightweight;5;5;5;2.3219280948873626
ligule;5;9;9;2.197159723424149
likelihood;6;7;7;2.5216406363433186
lily;3;4;4;1.5
limb;22;28;28;4.249867762256289
lime;9;12;12;3.084962500721156
limestone;10;11;11;3.277613436819116
limit;85;174;174;5.434945173290306
limitation;39;54;54;5.046282640932165
line;318;722;722;7.007419672607679
lineage;20;24;24;4.251629167387823
linen;9;9;9;3.169925001442312
liner;11;11;11;3.459431618637298
lineup;8;9;9;2.94770277922009
linguist;20;24;24;4.251629167387823
linguistics;13;13;13;3.7004397181410926
lining;12;18;18;3.3502090290998976
link;73;119;119;5.682325949835521
lion;34;55;55;4.781004258821861
lip;16;20;20;3.8841837197791884
liquid;43;62;62;5.238639407538483
liquor;4;4;4;2.0
list;128;313;313;5.7067281199852715
listener;7;7;7;2.807354922057604
listing;20;29;29;4.073329701949523
liter;8;9;9;2.9477027792200903
literacy;8;12;12;2.9182958340544896
literal;5;5;5;2.3219280948873626
literate;1;5;5;0.0
literature;107;177;177;6.05791174647736
lithium;8;10;10;2.8464393446710154
litigation;6;6;6;2.584962500721156
little;49;95;95;5.143297255987035
liturgy;38;57;57;4.819756576237468
livelihood;6;6;6;2.584962500721156
livestock;27;34;34;4.594672032363178
living;50;95;95;5.15080297727332
lizard;6;7;7;2.521640636343318
ll;5;6;6;2.2516291673878226
lm;41;80;80;4.625072583853848
load;6;7;7;2.5216406363433186
loan;34;44;44;4.936260027531527
loathing;5;5;5;2.3219280948873626
lobby;9;13;13;3.026986833359287
lobe;21;26;26;4.286790198827113
local;44;69;69;5.047375457519129
locale;7;7;7;2.807354922057604
locality;26;41;41;4.473048041045147
localization;5;5;5;2.3219280948873626
location;114;247;247;5.904640454535584
lock;5;5;5;2.3219280948873626
locker;4;4;4;2.0
locomotion;6;6;6;2.584962500721156
locomotive;5;5;5;2.3219280948873626
locule;5;5;5;2.3219280948873626
lode;5;5;5;2.3219280948873626
lodge;9;15;15;2.955913095175825
lodger;8;10;10;2.8464393446710154
log;10;10;10;3.321928094887362
logarithm;4;4;4;2.0
logging;5;5;5;2.3219280948873626
logic;81;111;111;6.045592303478369
login;7;7;7;2.807354922057604
logo;38;64;64;4.701167713367374
loneliness;6;6;6;2.584962500721156
long;11;11;11;3.459431618637298
longest;8;10;10;2.8464393446710154
longevity;9;11;11;3.0957952550009344
look;41;58;58;5.079338590666707
lookup;4;4;4;2.0
loop;6;7;7;2.5216406363433186
looter;5;7;7;2.2359263506290326
lord;88;147;147;5.876125747047328
lore;10;13;13;3.085055102756477
lory;4;4;4;2.0
loss;108;200;200;5.802041432321383
losses;33;41;41;4.860856200310758
lot;43;61;61;5.105089337946488
lots;5;6;6;2.2516291673878226
loudness;6;6;6;2.584962500721156
loudspeaker;5;5;5;2.3219280948873626
louisae;6;8;8;2.4056390622295662
louvre;6;7;7;2.5216406363433186
love;97;190;190;5.824118041207653
lover;38;68;68;4.903587937367724
low;37;71;71;4.718989247314909
lower;30;67;67;4.3210375449507925
lowland;22;30;30;4.253235913127292
loyalist;21;24;24;4.303508854797679
loyalty;38;55;55;4.923882268820473
luck;13;14;14;3.6644977792004623
lumber;5;5;5;2.3219280948873626
luminary;7;9;9;2.725480556997868
lump;9;12;12;3.0220552088742
lunch;10;11;11;3.2776134368191165
lung;23;32;32;4.2621987351738495
lure;5;5;5;2.3219280948873626
lustre;5;6;6;2.2516291673878226
luxury;16;17;17;3.969815782426811
lvares;3;3;3;1.584962500721156
lyceum;13;20;20;3.2393538721672006
lying;23;30;30;4.41506101220307
lyric;22;27;27;4.310443057719025
m;29;40;40;4.662814895472355
mac;22;33;33;4.195909270873606
machine;124;254;254;6.079845590151654
machinery;15;16;16;3.875
macintosh;26;38;38;4.215841172683754
macro;32;43;43;4.833014173206122
macromolecule;5;8;8;2.1556390622295662
made;18;29;29;3.758867099233531
madmen;4;4;4;2.0
madness;3;5;5;1.3709505944546687
maelstrom;4;5;5;1.9219280948873623
magazine;70;111;111;5.653260096076252
magic;30;39;39;4.721299654759684
magician;20;27;27;4.102678595702848
magick;13;16;16;3.5
magistrate;39;46;46;5.15932527122737
magnanimity;5;6;6;2.2516291673878226
magnate;5;6;6;2.2516291673878226
magnesia;4;6;6;1.9182958340544896
magnesium;6;6;6;2.584962500721156
magnetization;7;8;8;2.75
magnitude;20;32;32;3.8246987351738495
magnum;3;4;4;1.5
maid;8;11;11;2.845350936622437
maiden;23;28;28;4.396291529045927
mail;15;17;17;3.8077635764171953
main;44;85;85;4.667189320722195
mainframe;16;21;21;3.8208888513501886
mainland;19;37;37;3.707188259535061
mainstay;6;6;6;2.584962500721156
mainstream;35;55;55;4.808454713445986
maintenance;14;20;20;3.5841837197791886
maius;6;7;7;2.5216406363433186
maize;14;15;15;3.7735572622751845
majesty;11;17;17;3.1692486956952335
major;82;122;122;5.933296021914925
majority;107;310;310;4.9102658417640885
majors;5;5;5;2.3219280948873626
make;89;139;139;5.689828662184638
maker;20;26;26;4.1000689306627525
makeup;9;16;16;3.0306390622295662
making;10;21;21;2.8199578985571474
malabaricus;4;5;5;1.9219280948873623
malacca;16;27;27;3.704349428956051
malaria;6;6;6;2.584962500721156
malate;7;7;7;2.807354922057604
male;32;56;56;4.782639243749496
malformation;4;4;4;2.0
malice;6;6;6;2.584962500721156
mall;6;6;6;2.584962500721156
malnutrition;10;10;10;3.321928094887362
mammal;30;33;33;4.839700558686835
man;356;909;909;6.954239790389802
management;89;113;113;6.265568037963366
manager;43;54;54;5.266655502596796
manat;4;7;7;1.950212064914747
manatee;3;4;4;1.5
mandate;22;24;24;4.41829583405449
mandatory;4;4;4;2.0
mane;10;10;10;3.321928094887362
manga;12;18;18;3.3921472236645345
manganese;2;3;3;0.9182958340544896
mango;5;5;5;2.3219280948873626
manhood;6;6;6;2.584962500721156
manhunt;6;7;7;2.5216406363433186
manifestation;22;36;36;4.062305474194333
manifesto;21;24;24;4.334962500721156
manioc;4;5;5;1.9219280948873623
manipulation;12;13;13;3.546593564294939
mankind;14;20;20;3.4464393446710155
manner;30;86;86;3.831630628971483
manners;8;9;9;2.9477027792200903
manor;4;4;4;2.0
manpower;9;11;11;3.0957952550009344
mansion;14;18;18;3.6835423624332306
mantle;8;8;8;3.0
mantua;3;3;3;1.584962500721156
manual;25;39;39;4.3199795405442165
manufacture;14;25;25;3.4634651896016466
manufacturer;47;65;65;5.372142236005527
manufacturing;39;53;53;5.09566054882118
manure;20;22;22;4.277613436819114
manuscript;59;87;87;5.336716417648505
many;304;694;694;6.840374962328479
map;38;60;60;4.910649970428229
mapping;11;11;11;3.459431618637298
marble;29;36;36;4.725480556997867
marbles;6;6;6;2.584962500721156
marc;6;6;6;2.584962500721156
march;24;28;28;4.494680368408908
marcher;9;11;11;3.0271691184406193
mare;9;9;9;3.169925001442312
margin;22;35;35;4.067532746695532
marginalization;5;6;6;2.2516291673878226
margrave;5;7;7;2.235926350629033
marigold;5;6;6;2.2516291673878226
marine;22;35;35;4.240156860408859
mark;45;64;64;5.240168898701709
marker;28;37;37;4.702564514219126
market;124;253;253;6.135546617875343
marketers;5;5;5;2.3219280948873626
marketing;8;9;9;2.9477027792200903
marketplace;6;7;7;2.5216406363433186
marl;5;5;5;2.3219280948873626
marque;6;6;6;2.584962500721156
marriage;135;328;328;6.174368857340516
marsh;25;42;42;4.172810733519865
marshal;5;5;5;2.3219280948873626
martin;9;19;19;2.860320777833045
martyr;14;15;15;3.773557262275185
marvel;16;18;18;3.9477027792200903
mascot;5;6;6;2.2516291673878226
mask;19;22;22;4.152391277629865
mass;118;232;232;6.009111353096602
massacre;18;32;32;3.765319531114783
massage;8;8;8;3.0
masse;7;7;7;2.807354922057604
masses;39;59;59;5.06290528704658
massif;5;5;5;2.3219280948873626
mastaba;7;7;7;2.807354922057604
master;29;61;61;4.336337649592701
masterpiece;10;11;11;3.2776134368191165
mastery;6;6;6;2.584962500721156
matai;9;10;10;3.121928094887362
match;92;168;168;5.838923848180608
matches;55;85;85;5.497322848663228
material;224;467;467;6.854827885286586
materialism;9;9;9;3.169925001442312
mathematician;49;65;65;5.391297812895321
mathematics;64;154;154;4.863116130649005
mating;4;5;5;1.9219280948873623
matrix;22;37;37;4.096986893771378
matron;5;5;5;2.3219280948873626
matter;102;245;245;5.721902129047646
maturation;11;11;11;3.459431618637298
maturity;15;22;22;3.572623663895163
mausoleum;15;23;23;3.708132064658602
maxim;7;7;7;2.807354922057604
maximum;7;14;14;2.699513850319966
maximus;9;10;10;3.121928094887362
maxwell;12;12;12;3.584962500721156
mayor;28;51;51;4.335546724963968
md;7;10;10;2.7219280948873625
me;33;49;49;4.593503721313009
mead;10;12;12;3.188721875540867
meadow;5;5;5;2.3219280948873626
meal;7;10;10;2.6464393446710157
mean;4;5;5;1.9219280948873623
meaning;133;251;251;5.941647646510034
means;101;256;256;5.4788198448993155
meantime;9;26;26;2.42895317868103
measles;14;16;16;3.75
measure;100;185;185;6.0700109628050996
measurement;72;109;109;5.773960665673026
meat;41;57;57;5.0631654004642614
mechanic;26;57;57;3.8043666143634534
mechanics;15;21;21;3.689703732199547
mechanism;95;149;149;6.122977816520362
mechanization;6;6;6;2.584962500721156
medal;42;87;87;4.816174595407395
medallion;5;5;5;2.3219280948873626
media;79;131;131;5.6209876346143295
median;5;6;6;2.2516291673878226
mediation;9;14;14;2.8962915290459286
medical;16;29;29;3.4773223738410985
medication;39;52;52;5.10198942047256
medicine;74;126;126;5.634441705139766
meditation;25;25;25;4.643856189774723
medium;38;64;64;4.794758938909887
meeting;73;171;171;5.457245367938277
meetinghouse;7;9;9;2.7254805569978684
melancholy;6;7;7;2.5216406363433186
melody;24;28;28;4.521640636343317
melt;11;11;11;3.459431618637298
melting;3;14;14;0.7345299214394703
member;313;972;972;6.268693832238342
membership;49;66;66;5.362279725287947
membrane;44;85;85;4.843427966747755
memo;15;17;17;3.8521687236032816
memoir;47;85;85;5.083849354219384
memorandum;10;10;10;3.321928094887362
memorial;22;29;29;4.250752013250441
memory;63;124;124;5.26858678009317
men;21;35;35;3.9648576597402947
mentalits;4;5;5;1.9219280948873623
mentality;6;11;11;2.368522527728207
mention;45;89;89;5.012847791658675
mentor;12;14;14;3.4677201004745006
menu;14;21;21;3.535174565635903
mercantilism;6;7;7;2.5216406363433186
mercenary;35;43;43;4.952671080827672
merchant;57;80;80;5.57019102629464
mercury;40;51;51;5.076221970274112
mercy;16;24;24;3.855388542207534
mere;6;7;7;2.5216406363433186
merger;8;11;11;2.845350936622437
meridian;11;16;16;3.1493974703476995
merit;31;44;44;4.805911448133581
meritocracy;6;6;6;2.584962500721156
merlin;10;11;11;3.277613436819116
mesa;7;8;8;2.75
mescaline;6;6;6;2.584962500721156
mesmerism;3;4;4;1.5
message;66;101;101;5.754248859522601
messenger;18;32;32;3.816428031846024
metabolism;13;15;15;3.640223928941852
metal;97;179;179;5.887057504408559
metaphor;8;8;8;3.0
metaphysics;18;21;21;4.106603137064474
metatarsal;7;9;9;2.6416041678685938
meteor;2;4;4;1.0
meteorite;5;5;5;2.3219280948873626
meteorology;12;13;13;3.546593564294939
meter;37;60;60;4.879365854701797
meters;8;8;8;3.0
methane;27;37;37;4.510147879657945
methanol;21;24;24;4.303508854797679
methionine;5;5;5;2.3219280948873626
method;284;597;597;7.14503524557509
methodology;26;32;32;4.625
methotrexate;3;4;4;1.5
methyl;3;8;8;1.2987949406953985
methylamine;3;3;3;1.584962500721156
methylprednisolone;5;5;5;2.3219280948873626
metonym;4;4;4;2.0
metre;38;59;59;4.911724193172953
metro;25;40;40;4.208694969562841
metropolis;10;14;14;3.182005814760214
mg;9;10;10;3.121928094887362
microbe;5;5;5;2.3219280948873626
microcode;5;5;5;2.3219280948873626
microorganism;12;17;17;3.3815804883091634
microphone;26;33;33;4.55954563450997
microscope;10;13;13;3.180832987205441
microstructure;4;4;4;2.0
middle;27;139;139;3.366533099991152
midnight;6;8;8;2.5
midst;4;18;18;1.8016366412706075
migrant;7;7;7;2.807354922057604
migration;46;76;76;5.0850256659751185
mile;62;84;84;5.722500011987209
miles;15;15;15;3.906890595608518
milestone;19;26;26;3.99411171904108
military;96;166;166;5.954219542359717
militia;36;52;52;4.8586236121638375
militum;12;15;15;3.4565647621309536
milk;10;13;13;3.2389012566026314
milkbar;5;5;5;2.3219280948873626
mill;25;34;34;4.477024973539649
millennia;16;19;19;3.892407118592878
millennium;8;14;14;2.5566567074628237
million;14;16;16;3.702819531114783
millionaire;11;13;13;3.3927474104487847
millions;19;30;30;3.9232314287976213
milord;7;7;7;2.807354922057604
mimesis;6;9;9;2.5032583347756456
min;4;6;6;1.9182958340544893
minaret;17;20;20;3.9219280948873623
mind;59;124;124;5.066244223425953
mine;53;92;92;4.971735968107728
miner;10;11;11;3.2776134368191165
mineral;57;83;83;5.441497943932904
miniature;7;7;7;2.807354922057604
minimum;19;29;29;3.878450927659756
mining;26;32;32;4.538909765557392
miniseries;5;5;5;2.3219280948873626
minister;69;140;140;5.498751750134358
ministrorum;3;3;3;1.584962500721156
ministry;35;59;59;4.473740229963737
minor;38;103;103;4.025919892182883
minority;54;95;95;5.390232294613185
minster;9;10;10;3.121928094887362
minuit;5;5;5;2.3219280948873626
minute;49;63;63;5.431811225458645
minutes;54;86;86;5.469999278451779
miracle;24;31;31;4.386143391856655
mirror;31;46;46;4.610518477796142
miscarriage;13;13;13;3.7004397181410926
misconception;9;9;9;3.169925001442312
misconduct;5;9;9;2.0588138903312014
misdemeanor;4;5;5;1.9219280948873623
misery;5;5;5;2.3219280948873626
misfortune;14;16;16;3.75
misinterpretation;5;6;6;2.2516291673878226
mismanagement;8;9;9;2.94770277922009
miss;2;49;49;0.14372616993938178
missal;6;8;8;2.5
missile;51;68;68;5.4422525032955305
mission;216;511;511;6.530088640200811
missionary;40;52;52;5.171405583442499
mistake;21;25;25;4.323856189774723
mistress;12;16;16;3.375
misunderstanding;5;5;5;2.3219280948873626
misuse;8;12;12;2.8553885422075336
mitochondria;3;6;6;1.4591479170272448
mitochondrion;5;10;10;1.9609640474436814
mitre;7;7;7;2.807354922057604
mix;13;18;18;3.5032583347756456
mixing;5;6;6;2.2516291673878226
mixture;59;111;111;5.191314568150344
mm;17;19;19;4.0374011976541135
mnemonic;14;16;16;3.75
moat;4;5;5;1.9219280948873625
mob;9;11;11;3.0957952550009344
mobile;13;18;18;3.57243125132212
