label;nz;tf;TF;entropy
cognate;14;16;16;3.75
cognition;5;6;6;2.2516291673878226
cognomen;17;19;19;4.0374011976541135
cohesion;15;16;16;3.875
cohort;6;6;6;2.584962500721156
coin;56;88;88;5.446529028753581
coinage;19;23;23;4.1757358691004915
coincidence;9;9;9;3.169925001442312
coining;5;5;5;2.3219280948873626
cold;36;48;48;4.978308011580248
collaboration;37;61;61;4.730844724449596
collaborator;12;12;12;3.584962500721156
collapse;42;95;95;4.366552275590081
collar;11;12;12;3.418295834054489
colleague;28;42;42;4.477879995241459
collection;121;282;282;5.5391335189383835
collective;10;10;10;3.321928094887362
collectivism;7;7;7;2.807354922057604
collectivity;6;7;7;2.5216406363433186
collectivization;5;8;8;2.1556390622295662
collector;18;23;23;4.0559581516151235
college;42;73;73;4.968274376910513
collins;32;33;33;4.9837880587523955
collision;14;15;15;3.773557262275185
colloquium;6;6;6;2.584962500721156
collusion;6;6;6;2.584962500721156
cologne;8;17;17;2.816307519224645
colonel;20;38;38;4.076103170996722
colonialism;4;7;7;1.6644977792004612
colonist;25;36;36;4.516875695766563
colonization;29;35;35;4.729283016944964
colonnade;11;13;13;3.334679141051595
colony;116;225;225;6.02804878816704
color;88;146;146;5.850434423751807
coloration;6;6;6;2.584962500721156
colour;19;24;24;4.084962500721157
colouration;11;16;16;3.327819531114783
colours;4;4;4;2.0
column;44;66;66;5.138720823740014
coma;8;10;10;2.9219280948873623
combat;30;35;35;4.8220005168831515
combination;59;132;132;4.899615407058494
combine;16;19;19;3.892407118592878
combustion;18;24;24;4.0220552088742005
comeback;7;8;8;2.75
comedy;58;104;104;5.305350196557752
comet;20;25;25;4.163856189774723
comfort;11;11;11;3.459431618637298
comic;34;44;44;4.9139770731827515
coming;7;16;16;2.271782221599798
command;93;240;240;5.4418143843388345
commander;67;131;131;5.370303536068473
commandment;19;26;26;3.9462227768165987
commemoration;6;6;6;2.584962500721156
commencement;4;6;6;1.7924812503605778
comment;32;42;42;4.814587363100419
commentary;46;92;92;4.925805941051392
commentator;46;67;67;5.273262093759803
commerce;39;48;48;5.136842188131015
commercial;22;27;27;4.32859953904025
commission;56;81;81;5.4694365033288435
commissioner;10;15;15;3.2402239289418526
commitment;35;46;46;4.876291575387069
committee;78;132;132;5.428943668651285
commodity;10;16;16;3.125
common;85;186;186;5.562037990514242
commonality;5;5;5;2.3219280948873626
commonwealth;13;19;19;3.5110854081804286
commune;20;29;29;4.043855461526303
communication;74;97;97;5.924820641616373
communicator;7;8;8;2.75
communion;55;137;137;4.828835432816569
communism;23;37;37;4.016508352455501
communist;27;35;35;4.593429088311723
community;219;471;471;6.744874164513353
commuter;5;5;5;2.3219280948873626
compact;11;12;12;3.418295834054489
companion;48;77;77;5.228496451057575
companionship;6;6;6;2.584962500721156
company;275;504;504;7.089397923853035
comparative;9;9;9;3.169925001442312
compare;8;8;8;3.0
comparison;44;72;72;4.963065932142577
compartment;11;13;13;3.334679141051595
compassion;12;14;14;3.4677201004745006
compatibility;7;7;7;2.807354922057604
compendium;4;4;4;2.0
compensation;12;16;16;3.5
competition;93;161;161;5.9551406564349385
competitor;21;30;30;4.256564762130954
compilation;24;27;27;4.532665279941249
compiler;57;75;75;5.568688357104862
complainant;4;4;4;2.0
complaint;39;54;54;5.060262039120377
completeness;9;11;11;3.027169118440619
completion;18;24;24;3.970175521464346
complex;92;137;137;6.119833043045592
complexion;7;7;7;2.807354922057604
complexity;62;123;123;5.271596794822992
compliance;8;10;10;2.921928094887362
complication;33;48;48;4.754247855285174
component;106;193;193;5.925918030652265
composed;17;47;47;2.8234905764698053
composer;24;31;31;4.478232197413861
composite;9;10;10;3.121928094887362
composition;80;155;155;5.505317462892873
compound;143;290;290;6.489053765525751
comprehension;11;13;13;3.3927474104487847
compress;5;5;5;2.3219280948873626
compression;8;8;8;3.0
comprising;8;10;10;2.9219280948873623
compromise;37;65;65;4.827771805463155
computation;28;36;36;4.60424366875897
computer;147;324;324;6.4237867481921285
computing;15;21;21;3.6897037321995474
comrade;6;7;7;2.5216406363433186
concentrate;6;6;6;2.584962500721156
concentration;77;150;150;5.62615430004433
concept;228;501;501;6.351849298758591
conception;37;55;55;4.8226496052846475
concern;86;122;122;6.176530218969901
concert;23;27;27;4.430632409490749
concerto;11;11;11;3.459431618637298
concession;21;27;27;4.254525464966176
concholepas;6;8;8;2.5
conclave;5;6;6;2.2516291673878226
conclusion;49;95;95;4.967142258494919
concordat;5;6;6;2.2516291673878226
concrete;11;12;12;3.4182958340544896
concubine;7;8;8;2.75
condemnation;13;19;19;3.3866365673067302
condensate;9;11;11;3.0957952550009344
condensation;9;11;11;3.0271691184406193
condenser;6;6;6;2.584962500721156
condition;190;380;380;6.650486822740554
conditioner;7;11;11;2.59490661824394
conditioning;14;15;15;3.7735572622751845
conduct;26;40;40;4.325070520364181
conduction;5;5;5;2.3219280948873626
conductivity;10;10;10;3.321928094887362
conductor;5;5;5;2.3219280948873626
conduit;5;5;5;2.3219280948873626
cone;14;17;17;3.690116517593666
confederacy;50;117;117;4.1384610871025735
confederate;36;47;47;4.923706203711613
confederation;24;51;51;3.750228776049791
conference;97;169;169;5.963944378220159
confession;35;65;65;4.737355698638757
confidence;27;36;36;4.614369445886756
configuration;44;62;62;5.195816471537619
confinement;9;10;10;3.1219280948873624
confines;5;9;9;2.113283334294875
confirmation;6;6;6;2.584962500721156
confiscation;11;13;13;3.3927474104487847
conflict;104;208;208;5.8459195309040055
confluence;11;21;21;3.0036860199820854
conformation;22;32;32;4.135891110799899
confrontation;25;35;35;4.4547218605324845
confusion;37;58;58;4.84641143541969
conglomerate;4;6;6;1.9182958340544893
conglomeration;5;5;5;2.3219280948873626
congregation;29;43;43;4.496032196562563
congressman;13;13;13;3.7004397181410926
congressmen;7;7;7;2.807354922057604
conifer;8;11;11;2.845350936622437
conjugate;7;7;7;2.807354922057604
conjugation;13;14;14;3.6644977792004623
conjunction;5;19;19;1.7120954362128467
connection;84;184;184;5.711430582221291
connotation;17;22;22;3.91397707318275
conquest;74;174;174;5.034987100388895
conscience;15;18;18;3.7946534735443422
consciousness;37;51;51;4.961353528118744
conscription;19;19;19;4.247927513443588
consecration;9;12;12;3.084962500721156
consensus;36;54;54;5.0092456038951285
consent;21;59;59;3.767878967727941
consequence;64;148;148;5.02467605843524
consequent;9;17;17;2.6517939026287696
conservation;7;8;8;2.75
conservatism;10;11;11;3.2776134368191165
conservative;29;41;41;4.5706090166549025
conservatory;15;19;19;3.721611723969903
consideration;46;54;54;5.377766613707906
consistency;12;18;18;3.3502090290998976
consistory;6;8;8;2.5
consolation;5;6;6;2.2516291673878226
console;13;14;14;3.6644977792004623
consolidation;9;12;12;3.0220552088742
consonant;68;95;95;5.745237751197923
consort;6;7;7;2.5216406363433186
consortium;4;4;4;2.0
conspiracy;20;34;34;3.873900343343279
conspirator;9;11;11;3.0271691184406193
constant;70;129;129;5.677845911911281
constellation;13;16;16;3.577819531114783
constituency;18;21;21;4.106603137064474
constituent;24;33;33;4.27137063437885
constitution;104;237;237;5.554521540927102
constraint;22;23;23;4.436605434317882
constrictor;6;6;6;2.584962500721156
construction;126;260;260;5.944412676948142
consul;33;53;53;4.6710145596386035
consulship;5;6;6;2.2516291673878226
consultant;11;11;11;3.459431618637298
consultation;14;18;18;3.614369445886757
consumables;8;8;8;3.0
consumer;31;40;40;4.853055907333275
consumption;41;60;60;5.0957066878909
contact;62;115;115;5.198605632464685
container;12;15;15;3.4565647621309536
contamination;5;6;6;2.251629167387823
contemplation;8;11;11;2.9139770731827523
contemporaries;23;33;33;4.183594969159463
contemporary;30;53;53;4.610575530999545
contempt;4;5;5;1.9219280948873625
contender;8;8;8;3.0
content;49;69;69;5.165645470894664
contention;6;8;8;2.4056390622295662
contents;17;35;35;3.405899865187803
contest;42;67;67;5.004990922848803
context;59;168;168;4.400460397261559
continent;54;131;131;4.72256542471023
contingent;26;36;36;4.405764584655451
continuation;16;28;28;3.5530900835303276
continuity;15;21;21;3.7256507561120933
continuum;4;7;7;1.8423709931771088
contraception;7;9;9;2.725480556997868
contract;46;80;80;5.119990870907095
contraction;30;42;42;4.552766829234951
contractor;22;25;25;4.373660689688184
contradiction;22;28;28;4.280394654123194
contraps;4;4;4;2.0
contrary;5;14;14;1.9852281360342514
contrast;20;97;97;2.638071627812174
contribution;84;189;189;5.594979695724415
contributor;18;33;33;3.797083226669661
control;228;516;516;6.761190236485645
controller;11;13;13;3.3927474104487847
controversy;89;151;151;5.848977233821811
convenience;8;10;10;2.846439344671015
convent;25;47;47;4.21937847929118
convention;110;193;193;6.099064803381995
conversation;33;46;46;4.819985260913526
converse;6;13;13;2.4493118330264454
conversion;61;80;80;5.709183719779185
convert;29;41;41;4.628910468497908
conviction;30;32;32;4.875
cooking;4;4;4;2.0
cooky;5;6;6;2.2516291673878226
cooling;4;4;4;2.0
cooper;5;5;5;2.3219280948873626
cooperation;50;84;84;5.312517132252122
cooperative;13;14;14;3.6644977792004623
coordinate;14;20;20;3.6841837197791887
coordination;11;13;13;3.392747410448785
cope;12;16;16;3.375
copper;50;68;68;5.453353790092052
copperhead;11;12;12;3.418295834054489
copy;65;113;113;5.222376344395706
copyright;19;32;32;3.885891110799899
coral;18;20;20;4.1219280948873624
core;54;101;101;5.004206535063152
corinthian;7;8;8;2.75
corn;17;21;21;4.011365041826379
corner;25;42;42;4.251456780852722
cornerstone;7;10;10;2.721928094887362
corolla;5;8;8;2.1556390622295662
coronation;18;29;29;3.9353986674667634
corporal;1;5;5;0.0
corporation;28;38;38;4.6292492238560365
corps;18;20;20;4.084183719779189
corpse;12;14;14;3.521640636343319
corpus;13;20;20;3.346439344671015
correction;41;50;50;5.198562939644918
correlation;13;20;20;3.5841837197791886
correspondence;39;63;63;4.95603077385488
correspondent;13;15;15;3.640223928941851
corridor;33;54;54;4.5368423630742605
corrosion;6;6;6;2.584962500721156
corruption;34;42;42;4.94577248225106
corsair;17;20;20;4.021928094887363
cortex;9;10;10;3.121928094887362
corticosteroid;21;23;23;4.349648912578752
cosmology;10;10;10;3.321928094887362
cost;91;165;165;5.628695342867756
costume;12;15;15;3.5068905956085183
cottage;9;11;11;3.0957952550009344
cotton;39;52;52;5.056020968057884
couch;9;15;15;2.923231428797621
cough;6;6;6;2.584962500721156
council;100;243;243;5.472042946321414
counsel;11;13;13;3.3927474104487847
count;49;105;105;4.409769921500824
counter;12;14;14;3.521640636343319
counterexample;7;7;7;2.807354922057604
counterfeit;7;7;7;2.807354922057604
counterpart;24;28;28;4.494680368408908
counterpoint;6;6;6;2.584962500721156
counterweight;5;6;6;2.2516291673878226
countess;10;16;16;3.0243974703476995
country;323;1131;1131;6.18798880906807
countrymen;4;9;9;1.752715278979705
countryside;20;37;37;3.498562314039586
county;42;66;66;4.935709827180064
coup;23;32;32;4.327819531114783
couple;54;92;92;4.980994260728338
coupling;6;7;7;2.521640636343318
courage;21;26;26;4.257756064128517
courier;10;11;11;3.2776134368191165
course;116;248;248;5.742742351255352
court;188;481;481;6.081820861197866
courtier;7;8;8;2.75
courtship;7;7;7;2.807354922057604
courtyard;13;15;15;3.589898095464287
cousin;51;95;95;5.215012087485002
covariance;4;5;5;1.9219280948873625
cove;4;4;4;2.0
covenant;11;13;13;3.3927474104487847
cover;33;43;43;4.8619702778069716
coverage;17;22;22;3.9362600275315263
covering;6;6;6;2.584962500721156
cow;5;6;6;2.251629167387823
coward;7;11;11;2.5503407095463886
cows;7;7;7;2.807354922057604
crabs;3;3;3;1.584962500721156
crack;5;14;14;2.09306920777189
craft;41;52;52;5.1329440449809605
craftsman;7;7;7;2.807354922057604
craftsmen;5;8;8;2.0
crash;14;21;21;3.594465636961452
crate;2;2;2;1.0
crater;17;28;28;3.8693312611115176
cream;6;6;6;2.584962500721156
creativity;17;22;22;3.879664004902593
creator;21;31;31;3.962103165155795
creature;42;66;66;5.044151506767496
credendi;2;3;3;0.9182958340544896
credentials;7;7;7;2.807354922057604
credibility;6;6;6;2.584962500721156
credit;45;62;62;5.277193593434664
creditor;5;5;5;2.3219280948873626
creed;22;32;32;4.2621987351738495
crest;11;13;13;3.3927474104487847
cretaceous;8;14;14;2.807354922057604
crew;218;412;412;6.350661905006537
cricket;40;60;60;5.096404087557007
cricketer;4;4;4;2.0
crime;71;107;107;5.719427300080662
criminal;21;27;27;4.236368983644952
crises;13;15;15;3.640223928941852
crisis;75;123;123;5.4639542035012525
criteria;28;40;40;4.565311532225102
criterion;11;11;11;3.459431618637298
critic;108;167;167;6.376804687948517
critical;5;10;10;2.3219280948873626
criticism;74;117;117;5.764023399957569
critique;27;43;43;4.367897894136355
crocodile;7;8;8;2.75
crocodilian;6;9;9;2.5032583347756456
crop;117;196;196;6.3992565443172715
crosier;5;6;6;2.251629167387823
cross;31;42;42;4.66835618571765
crossing;18;22;22;4.095795255000933
crossover;5;6;6;2.2516291673878226
crossroad;4;6;6;1.9182958340544893
crowd;31;45;45;4.451661200614704
crown;46;83;83;4.635236684432374
crucifixion;5;6;6;2.2516291673878226
crude;6;15;15;1.6922718656836104
cruelty;12;17;17;3.337175341123077
cruise;14;17;17;3.734521664779752
crusade;29;62;62;4.023064491611361
crusader;26;43;43;4.000614314962412
crush;3;5;5;1.3709505944546687
crust;10;13;13;3.180832987205441
crypt;3;5;5;1.5219280948873624
cryptanalysis;8;9;9;2.9477027792200903
cryptographers;6;6;6;2.584962500721156
cryptography;4;4;4;2.0
crystal;36;56;56;4.838343091584563
cube;6;6;6;2.584962500721156
cuff;4;4;4;2.0
cuirass;5;5;5;2.3219280948873626
cuisine;31;40;40;4.78418371977919
culmination;8;14;14;2.6644977792004614
culprit;6;7;7;2.5216406363433186
cult;73;118;118;5.5137789110689255
cultivar;9;9;9;3.169925001442312
cultivation;31;43;43;4.675923766179065
culture;265;533;533;7.118109062942176
cuneiform;6;6;6;2.584962500721156
cup;55;99;99;5.238217484595862
cupola;6;6;6;2.584962500721156
curb;6;8;8;2.4056390622295662
curbstone;5;9;9;2.197159723424149
curd;5;5;5;2.3219280948873626
cure;16;39;39;3.55968506735439
curettage;11;12;12;3.4182958340544896
curiosity;16;17;17;3.969815782426811
currency;35;61;61;4.704366266953482
current;84;132;132;5.879967291971185
curriculum;10;14;14;3.09306920777189
curse;10;12;12;3.2516291673878226
cursive;9;9;9;3.169925001442312
curtain;10;16;16;3.077819531114783
curvature;7;9;9;2.725480556997868
curve;21;33;33;4.139112210845507
custody;8;10;10;2.9219280948873623
custom;44;63;63;5.011077298051078
customer;30;37;37;4.810672622327234
customs;38;53;53;4.952082426661994
cut;46;58;58;5.312265745913724
cutoff;5;5;5;2.3219280948873626
cutting;18;20;20;4.1219280948873624
cyanide;11;15;15;3.323231428797621
cyanobacteria;6;9;9;2.503258334775646
cyanogen;5;5;5;2.3219280948873626
cycle;59;115;115;5.182758605557893
cyclization;4;4;4;2.0
cycloalkanes;9;10;10;3.1219280948873624
cyclophosphamide;3;3;3;1.584962500721156
cylinder;25;35;35;4.343289445392767
cysteine;10;11;11;3.2776134368191165
cytokines;4;5;5;1.9219280948873623
cytosol;7;11;11;2.550340709546389
d;23;26;26;4.392747410448783
da;6;6;6;2.584962500721156
dagger;6;6;6;2.584962500721156
daily;29;36;36;4.739097917988785
daisy;10;10;10;3.321928094887362
dal;5;5;5;2.3219280948873626
dam;11;17;17;3.381580488309164
damage;81;132;132;5.919367653721951
damages;7;7;7;2.807354922057604
dance;24;27;27;4.532665279941249
dancer;5;6;6;2.2516291673878226
dancing;4;4;4;2.0
danger;56;99;99;5.067349816631475
dark;18;31;31;3.7797972150137555
dash;4;5;5;1.9219280948873623
data;128;178;178;6.6568881678900995
database;23;30;30;4.364735178725505
date;104;209;209;5.912513678731721
dating;6;7;7;2.5216406363433186
daughter;126;370;370;5.669179711317858
davenport;4;7;7;1.6644977792004614
dawn;16;36;36;3.4602340286191255
dawran;6;10;10;2.5219280948873624
day;180;621;621;6.022851804217744
days;87;190;190;5.780635680686424
de;66;100;100;5.737145845144161
deacon;37;55;55;5.035549713367314
dead;16;35;35;3.1974118357975043
deadline;16;17;17;3.969815782426811
deaf;15;37;37;3.2642055696549743
deafness;5;5;5;2.3219280948873626
deal;33;60;60;4.6029100796497255
dealer;4;4;4;2.0
dean;8;9;9;2.94770277922009
dear;10;10;10;3.321928094887362
deathbed;7;13;13;2.469670487371862
debate;90;181;181;5.781169017897067
debris;14;14;14;3.8073549220576055
debt;51;86;86;5.395206214433992
debugging;10;11;11;3.277613436819116
debut;21;25;25;4.323856189774723
decade;54;179;179;4.580054388104651
decades;25;46;46;4.292492597728954
decay;31;50;50;4.6883674395583785
deceased;19;30;30;3.641084980573949
decimal;8;9;9;2.94770277922009
decision;134;260;260;6.280931399792703
deck;8;11;11;2.845350936622437
declaration;39;62;62;4.816626552112992
decline;56;101;101;5.294305969607446
decomposition;13;19;19;3.471354487013931
decoration;21;26;26;4.286790198827112
decrease;28;43;43;4.449148186539226
decree;33;48;48;4.7938339913245525
dedication;8;12;12;2.8553885422075336
deduction;22;27;27;4.310443057719025
deed;27;37;37;4.398642554818139
deeds;27;44;44;4.5614821867207755
deep;17;18;18;4.058813890331201
deer;15;22;22;3.6246803469736477
default;13;14;14;3.6644977792004623
defeat;65;124;124;5.357163851822301
defeated;28;85;85;3.5309871587939083
defect;24;30;30;4.456564762130954
defence;45;52;52;5.416691881561027
defendant;53;104;104;4.879035843385657
defender;16;24;24;3.68456081428629
defense;99;204;204;5.926751556347469
deference;6;9;9;2.5032583347756456
deficiency;16;18;18;3.905764584655453
deficit;42;60;60;5.194309137239126
defining;11;11;11;3.459431618637298
definition;146;286;286;6.2160106688402506
deflection;13;23;23;3.4100993267336737
deforestation;6;6;6;2.584962500721156
deformation;5;5;5;2.3219280948873626
degeneration;10;12;12;3.2516291673878226
degradation;15;15;15;3.906890595608518
degree;97;225;225;5.508033483907356
dehydration;10;12;12;3.188721875540867
dehydrogenase;9;10;10;3.121928094887362
dei;5;5;5;2.3219280948873626
deification;5;5;5;2.3219280948873626
deism;4;4;4;2.0
deity;56;103;103;5.0953958083560185
del;6;9;9;2.5032583347756456
delay;28;29;29;4.789015477886192
delegate;36;48;48;5.011842188131013
delegation;23;33;33;4.354852073838349
delicacy;13;22;22;3.5160276412662306
delight;4;4;4;2.0
delineation;7;9;9;2.725480556997868
delinquency;4;5;5;1.9219280948873623
delivery;35;39;39;5.060917923934978
delta;24;38;38;4.237233514586568
deluge;4;4;4;2.0
delusion;11;12;12;3.418295834054489
demand;73;140;140;5.522599467162488
demarcation;5;6;6;2.2516291673878226
dementia;8;11;11;2.845350936622437
demise;7;11;11;2.59490661824394
demo;6;6;6;2.584962500721156
democracy;42;69;69;4.876731435623225
demographics;8;11;11;2.845350936622437
demolition;11;16;16;3.1493974703476995
demon;14;18;18;3.6835423624332306
demonstration;43;58;58;5.183508314459231
demonstrator;8;10;10;2.8464393446710154
demonym;5;8;8;2.25
demyelination;7;9;9;2.725480556997868
den;9;10;10;3.121928094887362
dendrite;4;5;5;1.9219280948873623
denial;6;8;8;2.4056390622295662
denomination;37;63;63;4.8296011532808985
denominator;7;7;7;2.807354922057604
denotation;4;4;4;2.0
density;66;128;128;5.450150614915337
denunciation;7;9;9;2.6416041678685938
departed;9;18;18;3.058813890331201
department;67;118;118;5.390253641080529
departure;33;53;53;4.656771399220424
dependence;23;31;31;4.365013648887184
dependency;21;28;28;4.178439190827717
dependent;19;33;33;3.7259160889243037
depiction;31;56;56;4.399129853521933
depletion;7;7;7;2.807354922057604
deployment;10;14;14;3.09306920777189
deposit;88;142;142;6.016416464526593
deposition;18;21;21;4.070656113151927
depot;13;13;13;3.7004397181410926
depravity;8;11;11;2.7321588913645707
depredation;5;6;6;2.2516291673878226
depression;29;41;41;4.686581882561328
deprotonation;6;6;6;2.584962500721156
depth;44;84;84;4.791411087152802
deputy;8;9;9;2.94770277922009
derby;13;16;16;3.625
derivation;27;41;41;4.282970140935891
derivative;32;58;58;4.57755577949843
dermatitis;5;8;8;2.25
des;11;14;14;3.378783493486176
descendant;58;109;109;5.197538824996759
descendent;6;6;6;2.584962500721156
descent;44;67;67;5.093533079133439
description;121;242;242;5.994770741794262
desert;30;62;62;4.091504886173074
deserter;5;5;5;2.3219280948873626
desertwith;5;5;5;2.3219280948873626
design;223;420;420;6.905735187964747
designation;18;25;25;3.909275070710712
designer;31;45;45;4.728196919071892
desire;61;96;96;5.637111266766046
desk;4;6;6;1.9182958340544893
desktop;8;8;8;3.0
despair;5;7;7;2.2359263506290326
dessert;14;17;17;3.690116517593666
destination;51;75;75;5.39376281738801
destiny;22;28;28;4.280394654123194
destruction;40;74;74;4.529982341024532
detachment;8;10;10;2.9219280948873623
detail;50;96;96;4.91591029405899
details;40;64;64;4.847274413893479
detection;14;17;17;3.690116517593666
detective;63;97;97;5.583743511977972
detector;21;32;32;4.113608500731241
detention;4;4;4;2.0
deterioration;5;7;7;2.2359263506290326
determinant;10;11;11;3.2776134368191165
determination;22;24;24;4.386842188131012
determinism;10;11;11;3.2776134368191165
deterrence;6;6;6;2.584962500721156
detractor;10;12;12;3.2516291673878226
detriment;6;6;6;2.584962500721156
devastation;6;7;7;2.521640636343318
developer;26;28;28;4.66449777920046
development;262;669;669;6.3298924626922775
deviation;13;17;17;3.572469458770136
device;131;216;216;6.410242102295176
devil;10;12;12;3.2516291673878226
devotee;10;12;12;3.251629167387823
devotion;17;27;27;3.746765985538521
dfunte;3;3;3;1.584962500721156
di;9;11;11;3.0957952550009344
diabetes;7;8;8;2.75
diaconate;8;9;9;2.94770277922009
diacritic;26;37;37;4.496898555450564
diadem;5;9;9;2.0588138903312014
diagnosis;31;50;50;4.663465189601648
diagram;20;27;27;4.1804513908921015
dialect;101;183;183;5.868988022769512
dialogue;19;24;24;4.136842188131012
diameter;30;57;57;4.650713207405896
diamond;34;50;50;4.804372820753984
diaphragm;16;21;21;3.7442393049484353
diarrhea;6;6;6;2.584962500721156
diary;15;26;26;3.6902603909683838
diatribe;8;8;8;3.0
diazonium;1;5;5;0.0
dichotomy;10;13;13;3.238901256602631
dictate;12;15;15;3.4565647621309536
dictator;5;7;7;2.1280852788913944
dictatorship;14;17;17;3.734521664779752
dictionary;38;58;58;4.807365530135375
die;17;20;20;3.9219280948873623
died;16;26;26;3.236834033333005
diesel;10;11;11;3.2776134368191165
diet;29;48;48;4.403107168362812
difference;134;289;289;5.951017007913785
differential;6;7;7;2.521640636343318
differentiation;4;4;4;2.0
difficilium;4;4;4;2.0
difficulty;84;153;153;5.792160613535517
diffusion;12;14;14;3.521640636343319
digit;32;40;40;4.765311532225102
digital;5;6;6;2.2516291673878226
diglossia;6;6;6;2.584962500721156
dignitary;7;7;7;2.807354922057604
dignity;17;22;22;3.8408115970719865
dike;5;5;5;2.3219280948873626
dilation;17;20;20;3.984183719779189
dimension;35;44;44;4.9877296299517635
dimorphism;5;5;5;2.3219280948873626
dinner;4;7;7;1.9502120649147472
dinosaur;46;87;87;5.013214860523117
diocese;36;75;75;4.497971523454216
dioxide;19;36;36;3.534908228164599
diplodocids;8;9;9;2.94770277922009
diplodocus;6;6;6;2.584962500721156
diploma;6;6;6;2.584962500721156
diplomacy;15;16;16;3.875
diplomat;20;25;25;4.1834651896016455
direction;89;215;215;5.069794029469378
directive;10;10;10;3.321928094887362
director;195;414;414;6.544593667301481
directory;8;9;9;2.94770277922009
dirigible;15;16;16;3.875
dirt;4;4;4;2.0
disability;30;51;51;4.1282118615369185
disadvantage;14;27;27;3.528242484431478
disagreement;30;49;49;4.6222773852766235
disanalogy;5;5;5;2.3219280948873626
disappearance;16;23;23;3.7950885863977324
disappointment;8;10;10;2.9219280948873623
disapproval;9;10;10;3.121928094887362
disassembly;5;5;5;2.3219280948873626
disaster;33;54;54;4.773522345502525
disc;27;34;34;4.5695322390610205
disciple;27;40;40;4.4653115322251
discipline;66;115;115;5.5529469296275495
discomfort;7;7;7;2.807354922057604
discontent;8;8;8;3.0
discontinuity;8;8;8;3.0
discount;7;9;9;2.725480556997868
discourse;20;25;25;4.213660689688185
discoverer;5;6;6;2.2516291673878226
discovery;90;232;232;5.240356647860918
discretion;7;10;10;2.7219280948873625
discrimination;28;31;31;4.760647923290102
discussion;73;101;101;5.93550139899247
disdain;5;5;5;2.3219280948873626
disease;112;205;205;6.089036101236082
dish;36;45;45;5.002964207440785
disintegration;14;16;16;3.75
disk;16;22;22;3.788754913993502
dislike;7;10;10;2.6464393446710157
dismantling;4;4;4;2.0
dismay;3;5;5;1.5219280948873624
dismissal;7;8;8;2.75
dismutase;3;3;3;1.584962500721156
disorder;46;56;56;5.40101764523326
disparity;20;25;25;4.1834651896016455
dispersal;8;11;11;2.845350936622437
dispersion;10;10;10;3.321928094887362
displacement;22;30;30;4.2817276788697365
display;54;90;90;5.410094802593101
displeasure;10;11;11;3.2776134368191165
disposal;9;10;10;3.121928094887362
disposition;7;8;8;2.75
dispute;85;158;158;5.827293926007037
disrespect;3;3;3;1.584962500721156
disruption;10;12;12;3.188721875540867
dissatisfaction;13;15;15;3.640223928941851
dissemination;5;7;7;2.235926350629033
dissent;5;5;5;2.3219280948873626
dissenter;13;13;13;3.7004397181410926
dissertation;8;11;11;2.845350936622437
dissociation;16;21;21;3.744239304948435
dissolution;15;31;31;3.421622923150522
dissolve;5;6;6;2.251629167387823
distance;94;208;208;5.682253309302361
distillation;7;10;10;2.5219280948873624
distinction;74;159;159;5.465442999577658
distortion;11;11;11;3.459431618637298
distress;6;6;6;2.584962500721156
distribution;105;199;199;5.77288658641075
distributor;8;9;9;2.9477027792200903
district;86;169;169;5.573719558961257
distrust;10;11;11;3.277613436819116
disturbance;19;23;23;4.088779347361362
disuse;3;4;4;1.5
ditch;11;13;13;3.3927474104487847
diterpenes;3;3;3;1.584962500721156
diver;19;24;24;4.1053885422075345
divergence;28;39;39;4.464889398349427
diversification;7;8;8;2.75
diversity;40;60;60;4.988233670962455
divested;6;6;6;2.584962500721156
divide;15;21;21;3.7489948035250964
divine;33;50;50;4.80637013015618
diving;11;14;14;3.3248629576173574
divinity;18;35;35;3.921721231045239
division;93;169;169;5.820233145031488
divisor;5;5;5;2.3219280948873626
divorce;17;28;28;3.9407598325400897
dock;8;13;13;2.8150724101159432
docking;13;14;14;3.6644977792004623
doctor;95;141;141;6.147337031569174
doctorate;11;16;16;3.327819531114783
doctrine;117;239;239;5.890867140787802
document;99;150;150;6.1612255872464186
documentary;16;24;24;3.8035088547976788
documentation;17;21;21;3.9161269465882835
dodo;16;25;25;3.523856189774724
doe;5;7;7;2.128085278891394
dog;38;51;51;5.037826754195022
dogma;5;5;5;2.3219280948873626
dogsled;5;5;5;2.3219280948873626
doing;7;9;9;2.7254805569978684
dojo;6;6;6;2.584962500721156
dollar;34;48;48;4.653107168362811
dolphin;13;13;13;3.7004397181410926
domain;41;68;68;4.890638164996602
domboc;5;5;5;2.3219280948873626
dome;15;19;19;3.721611723969903
domestic;16;24;24;3.65726822961739
domestication;11;13;13;3.334679141051595
dominance;36;53;53;4.859693804921623
dominant;12;13;13;3.546593564294939
domination;18;18;18;4.169925001442313
dominion;21;32;32;4.163909765557392
dominos;5;5;5;2.3219280948873626
dominus;3;3;3;1.584962500721156
don;8;13;13;2.7773627950641693
donation;13;15;15;3.6402239289418516
donor;17;21;21;4.011365041826378
door;39;70;70;4.6746738757592325
dosage;8;9;9;2.9477027792200903
dose;51;90;90;5.083605047201388
dosimeter;11;12;12;3.4182958340544896
dot;15;19;19;3.787143960698141
double;24;45;45;4.096105645059148
doubles;19;41;41;3.8051436999413877
doubling;10;10;10;3.321928094887362
doubt;25;34;34;4.491443355765328
downfall;5;7;7;2.2359263506290326
downtown;5;5;5;2.3219280948873626
dowry;7;8;8;2.75
