label;nz;tf;TF;entropy
N:subj:N:m;2;2;2;1.0
N:subj:N:machine;4;4;4;2.0
N:subj:N:majority;6;6;6;2.584962500721156
N:subj:N:man;4;4;4;2.0
N:subj:N:many;7;8;8;2.75
N:subj:N:market;2;2;2;1.0
N:subj:N:marriage;6;6;6;2.584962500721156
N:subj:N:mass;1;2;2;0.0
N:subj:N:match;4;4;4;2.0
N:subj:N:matter;3;3;3;1.584962500721156
N:subj:N:mayor;2;2;2;1.0
N:subj:N:meaning;4;4;4;2.0
N:subj:N:means;5;5;5;2.3219280948873626
N:subj:N:mechanism;3;3;3;1.584962500721156
N:subj:N:memoir;2;2;2;1.0
N:subj:N:method;6;6;6;2.584962500721156
N:subj:N:microphone;2;2;2;1.0
N:subj:N:migration;2;2;2;1.0
N:subj:N:mind;2;2;2;1.0
N:subj:N:mineral;1;1;1;0.0
N:subj:N:minister;2;2;2;1.0
N:subj:N:mission;6;7;7;2.5216406363433186
N:subj:N:mixture;2;2;2;1.0
N:subj:N:mnemonic;2;2;2;1.0
N:subj:N:model;6;6;6;2.584962500721156
N:subj:N:module;4;4;4;2.0
N:subj:N:molecule;2;3;3;0.9182958340544896
N:subj:N:monastery;2;2;2;1.0
N:subj:N:money;3;3;3;1.584962500721156
N:subj:N:moon;2;2;2;1.0
N:subj:N:more;3;3;3;1.584962500721156
N:subj:N:most;22;22;22;4.459431618637295
N:subj:N:mother;8;10;10;2.9219280948873623
N:subj:N:motive;2;2;2;1.0
N:subj:N:mouthwash;2;2;2;1.0
N:subj:N:move;2;2;2;1.0
N:subj:N:movement;4;4;4;2.0
N:subj:N:movie;2;2;2;1.0
N:subj:N:much;9;10;10;3.121928094887362
N:subj:N:murderer;2;2;2;1.0
N:subj:N:music;5;5;5;2.3219280948873626
N:subj:N:mythology;2;2;2;1.0
N:subj:N:name;15;15;15;3.906890595608518
N:subj:N:nation;6;6;6;2.584962500721156
N:subj:N:nature;4;4;4;2.0
N:subj:N:neither;3;3;3;1.584962500721156
N:subj:N:network;4;4;4;2.0
N:subj:N:neutron;1;1;1;0.0
N:subj:N:nickname;2;2;2;1.0
N:subj:N:nitrogen;2;2;2;1.0
N:subj:N:north;4;4;4;2.0
N:subj:N:notable;3;3;3;1.584962500721156
N:subj:N:nothing;2;2;2;1.0
N:subj:N:notion;3;3;3;1.584962500721156
N:subj:N:novel;2;2;2;1.0
N:subj:N:number;3;3;3;1.584962500721156
N:subj:N:numeral;2;2;2;1.0
N:subj:N:object;6;7;7;2.5216406363433186
N:subj:N:office;4;4;4;2.0
N:subj:N:one;41;44;44;5.323067982273661
N:subj:N:opinion;2;2;2;1.0
N:subj:N:order;1;1;1;0.0
N:subj:N:origin;2;2;2;1.0
N:subj:N:others;5;5;5;2.3219280948873626
N:subj:N:owl;2;2;2;1.0
N:subj:N:pain;2;2;2;1.0
N:subj:N:parameter;2;2;2;1.0
N:subj:N:parent;2;2;2;1.0
N:subj:N:part;4;4;4;2.0
N:subj:N:particle;3;3;3;1.584962500721156
N:subj:N:parts;4;4;4;2.0
N:subj:N:party;4;4;4;2.0
N:subj:N:pattern;2;2;2;1.0
N:subj:N:people;5;5;5;2.3219280948873626
N:subj:N:person;3;3;3;1.584962500721156
N:subj:N:phenomena;3;3;3;1.584962500721156
N:subj:N:place;3;4;4;1.5
N:subj:N:plague;6;6;6;2.584962500721156
N:subj:N:plain;2;2;2;1.0
N:subj:N:plane;2;2;2;1.0
N:subj:N:plateau;2;2;2;1.0
N:subj:N:play;3;3;3;1.584962500721156
N:subj:N:plural;3;3;3;1.584962500721156
N:subj:N:point;1;1;1;0.0
N:subj:N:policy;2;2;2;1.0
N:subj:N:population;2;2;2;1.0
N:subj:N:port;2;2;2;1.0
N:subj:N:portion;4;4;4;2.0
N:subj:N:portrayal;2;2;2;1.0
N:subj:N:position;4;4;4;2.0
N:subj:N:possibility;2;2;2;1.0
N:subj:N:practice;2;2;2;1.0
N:subj:N:precept;2;2;2;1.0
N:subj:N:presence;2;2;2;1.0
N:subj:N:present;2;2;2;1.0
N:subj:N:president;4;4;4;2.0
N:subj:N:price;3;3;3;1.584962500721156
N:subj:N:priest;4;4;4;2.0
N:subj:N:primitive;1;2;2;0.0
N:subj:N:principle;3;4;4;1.5
N:subj:N:priority;2;3;3;0.9182958340544896
N:subj:N:problem;7;7;7;2.807354922057604
N:subj:N:process;3;4;4;1.5
N:subj:N:product;7;7;7;2.807354922057604
N:subj:N:production;8;8;8;3.0
N:subj:N:program;5;5;5;2.3219280948873626
N:subj:N:project;4;4;4;2.0
N:subj:N:property;2;2;2;1.0
N:subj:N:province;5;6;6;2.2516291673878226
N:subj:N:publication;4;4;4;2.0
N:subj:N:pupil;2;2;2;1.0
N:subj:N:purpose;4;4;4;2.0
N:subj:N:pyramid;2;2;2;1.0
N:subj:N:quality;2;2;2;1.0
N:subj:N:quarter;2;2;2;1.0
N:subj:N:queen;2;2;2;1.0
N:subj:N:question;3;3;3;1.584962500721156
N:subj:N:racing;5;5;5;2.3219280948873626
N:subj:N:rand;13;15;15;3.6402239289418516
N:subj:N:range;2;2;2;1.0
N:subj:N:rate;7;7;7;2.807354922057604
N:subj:N:ratio;3;4;4;1.5
N:subj:N:reaction;10;10;10;3.321928094887362
N:subj:N:reason;10;10;10;3.321928094887362
N:subj:N:record;2;2;2;1.0
N:subj:N:reduction;4;4;4;2.0
N:subj:N:reference;4;4;4;2.0
N:subj:N:region;10;12;12;3.188721875540867
N:subj:N:reincarnation;2;2;2;1.0
N:subj:N:relationship;7;8;8;2.75
N:subj:N:relative;1;1;1;0.0
N:subj:N:remains;2;2;2;1.0
N:subj:N:report;2;2;2;1.0
N:subj:N:representative;2;2;2;1.0
N:subj:N:research;1;2;2;0.0
N:subj:N:resin;2;2;2;1.0
N:subj:N:resolution;2;2;2;1.0
N:subj:N:restriction;2;2;2;1.0
N:subj:N:result;17;17;17;4.08746284125034
N:subj:N:review;3;3;3;1.584962500721156
N:subj:N:rifle;3;3;3;1.584962500721156
N:subj:N:rise;2;2;2;1.0
N:subj:N:river;6;6;6;2.584962500721156
N:subj:N:road;2;2;2;1.0
N:subj:N:rock;3;3;3;1.584962500721156
N:subj:N:rose;2;2;2;1.0
N:subj:N:run;2;2;2;1.0
N:subj:N:school;3;3;3;1.584962500721156
N:subj:N:scientist;2;2;2;1.0
N:subj:N:script;6;7;7;2.521640636343318
N:subj:N:sculpture;2;2;2;1.0
N:subj:N:seaweed;2;2;2;1.0
N:subj:N:second;4;4;4;2.0
N:subj:N:section;2;2;2;1.0
N:subj:N:sector;1;1;1;0.0
N:subj:N:seed;2;2;2;1.0
N:subj:N:segment;2;2;2;1.0
N:subj:N:selection;2;2;2;1.0
N:subj:N:series;3;4;4;1.5
N:subj:N:set;4;4;4;2.0
N:subj:N:shah;3;3;3;1.584962500721156
N:subj:N:shape;2;2;2;1.0
N:subj:N:she;36;52;52;4.95757067038935
N:subj:N:ship;4;4;4;2.0
N:subj:N:side;2;2;2;1.0
N:subj:N:sister;3;3;3;1.584962500721156
N:subj:N:site;5;5;5;2.3219280948873626
N:subj:N:situation;2;2;2;1.0
N:subj:N:size;2;2;2;1.0
N:subj:N:slavery;3;3;3;1.584962500721156
N:subj:N:solution;8;8;8;3.0
N:subj:N:some;21;21;21;4.39231742277876
N:subj:N:soul;2;2;2;1.0
N:subj:N:sound;3;3;3;1.584962500721156
N:subj:N:source;10;11;11;3.277613436819116
N:subj:N:south;4;4;4;2.0
N:subj:N:specie;10;10;10;3.321928094887362
N:subj:N:spending;2;2;2;1.0
N:subj:N:spirit;2;2;2;1.0
N:subj:N:state;10;10;10;3.321928094887362
N:subj:N:statement;2;2;2;1.0
N:subj:N:step;2;2;2;1.0
N:subj:N:stone;2;2;2;1.0
N:subj:N:story;6;6;6;2.584962500721156
N:subj:N:stream;2;2;2;1.0
N:subj:N:struggle;2;2;2;1.0
N:subj:N:student;1;1;1;0.0
N:subj:N:style;2;2;2;1.0
N:subj:N:subject;3;3;3;1.584962500721156
N:subj:N:suggestion;2;2;2;1.0
N:subj:N:sum;2;2;2;1.0
N:subj:N:sun;3;3;3;1.584962500721156
N:subj:N:symbol;4;4;4;2.0
N:subj:N:symptom;1;1;1;0.0
N:subj:N:system;11;12;12;3.4182958340544896
N:subj:N:tai;2;2;2;1.0
N:subj:N:tax;2;2;2;1.0
N:subj:N:technique;2;2;2;1.0
N:subj:N:temperature;4;4;4;2.0
N:subj:N:temple;5;6;6;2.2516291673878226
N:subj:N:term;7;7;7;2.807354922057604
N:subj:N:terminology;2;2;2;1.0
N:subj:N:test;4;4;4;2.0
N:subj:N:text;3;3;3;1.584962500721156
N:subj:N:that;14;14;14;3.8073549220576055
N:subj:N:theme;3;3;3;1.584962500721156
N:subj:N:theory;10;10;10;3.321928094887362
N:subj:N:there;451;734;734;8.359233989385547
N:subj:N:theropod;0;0;0;0.0
N:subj:N:these;23;25;25;4.4838561897747224
N:subj:N:they;70;96;96;5.686910423548611
N:subj:N:thing;5;5;5;2.3219280948873626
N:subj:N:this;132;180;180;6.738899550212693
N:subj:N:those;2;2;2;1.0
N:subj:N:time;5;5;5;2.3219280948873626
N:subj:N:title;4;4;4;2.0
N:subj:N:total;2;2;2;1.0
N:subj:N:tourism;2;2;2;1.0
N:subj:N:town;3;3;3;1.584962500721156
N:subj:N:tradition;3;3;3;1.584962500721156
N:subj:N:tragedy;2;2;2;1.0
N:subj:N:transformation;2;2;2;1.0
N:subj:N:treatise;2;2;2;1.0
N:subj:N:treatment;4;4;4;2.0
N:subj:N:triumph;2;2;2;1.0
N:subj:N:tsar;3;3;3;1.584962500721156
N:subj:N:two;2;2;2;1.0
N:subj:N:type;3;3;3;1.584962500721156
N:subj:N:understanding;2;2;2;1.0
N:subj:N:university;2;2;2;1.0
N:subj:N:urn;2;2;2;1.0
N:subj:N:use;12;14;14;3.521640636343319
N:subj:N:v;2;2;2;1.0
N:subj:N:value;4;4;4;2.0
N:subj:N:variation;3;4;4;1.5
N:subj:N:venue;3;3;3;1.584962500721156
N:subj:N:version;5;5;5;2.3219280948873626
N:subj:N:vessel;2;3;3;0.9182958340544896
N:subj:N:victim;2;2;2;1.0
N:subj:N:victory;4;4;4;2.0
N:subj:N:view;3;4;4;1.5
N:subj:N:volume;2;2;2;1.0
N:subj:N:war;5;5;5;2.3219280948873626
N:subj:N:ward;2;3;3;0.9182958340544896
N:subj:N:water;2;2;2;1.0
N:subj:N:way;2;2;2;1.0
N:subj:N:we;3;3;3;1.584962500721156
N:subj:N:what;25;32;32;4.390319531114783
N:subj:N:where;15;15;15;3.906890595608518
N:subj:N:which;144;183;183;6.967805507647481
N:subj:N:while;2;2;2;1.0
N:subj:N:who;85;107;107;6.2530121966208565
N:subj:N:wing;2;2;2;1.0
N:subj:N:woman;2;2;2;1.0
N:subj:N:word;10;11;11;3.2776134368191165
N:subj:N:work;11;12;12;3.4182958340544896
N:subj:N:works;5;5;5;2.3219280948873626
N:subj:N:world;5;5;5;2.3219280948873626
N:subj:N:writing;2;2;2;1.0
N:subj:N:x;3;3;3;1.584962500721156
N:subj:N:year;2;2;2;1.0
N:subj:N:you;3;3;3;1.584962500721156
N:subj:N:zero;3;3;3;1.584962500721156
N:subj:Subj:it;258;359;359;7.6246170407658305
N:subj:Subj:there;6;6;6;2.584962500721156
N:subj:THAT:that;55;73;73;5.631538428713398
N:title-R:N:Marple;1;48;48;0.0
N:vrel:V:act;3;3;3;1.584962500721156
N:vrel:V:administer;3;3;3;1.584962500721156
N:vrel:V:adopt;4;4;4;2.0
N:vrel:V:advance;2;2;2;1.0
N:vrel:V:advocate;2;2;2;1.0
N:vrel:V:aid;1;1;1;0.0
N:vrel:V:aim;4;4;4;2.0
N:vrel:V:allow;28;28;28;4.807354922057602
N:vrel:V:appeal;4;4;4;2.0
N:vrel:V:appear;5;5;5;2.3219280948873626
N:vrel:V:apply;1;1;1;0.0
N:vrel:V:appoint;5;5;5;2.3219280948873626
N:vrel:V:approach;2;2;2;1.0
N:vrel:V:argue;3;3;3;1.584962500721156
N:vrel:V:arm;2;2;2;1.0
N:vrel:V:arrange;3;3;3;1.584962500721156
N:vrel:V:ascribe;3;3;3;1.584962500721156
N:vrel:V:ask;10;10;10;3.321928094887362
N:vrel:V:assign;2;2;2;1.0
N:vrel:V:assist;2;2;2;1.0
N:vrel:V:associate;8;8;8;3.0
N:vrel:V:assume;1;1;1;0.0
N:vrel:V:attach;4;5;5;1.9219280948873623
N:vrel:V:attack;2;2;2;1.0
N:vrel:V:attempt;9;9;9;3.169925001442312
N:vrel:V:attire;2;2;2;1.0
N:vrel:V:attract;2;2;2;1.0
N:vrel:V:attribute;12;12;12;3.584962500721156
N:vrel:V:award;3;3;3;1.584962500721156
N:vrel:V:back;2;2;2;1.0
N:vrel:V:base;74;84;84;6.154222184683523
N:vrel:V:bear;5;6;6;2.2516291673878226
N:vrel:V:begin;4;4;4;2.0
N:vrel:V:believe;6;6;6;2.584962500721156
N:vrel:V:benefit;2;2;2;1.0
N:vrel:V:bite;3;3;3;1.584962500721156
N:vrel:V:borrow;3;3;3;1.584962500721156
N:vrel:V:bring;29;31;31;4.825164052322361
N:vrel:V:broadcast;2;2;2;1.0
N:vrel:V:build;24;31;31;4.413716068381603
N:vrel:V:burn;2;2;2;1.0
N:vrel:V:bury;2;2;2;1.0
N:vrel:V:buy;4;4;4;2.0
N:vrel:V:call;149;172;172;7.126789318630406
N:vrel:V:carry;4;4;4;2.0
N:vrel:V:catalyze;2;3;3;0.9182958340544896
N:vrel:V:catch;2;2;2;1.0
N:vrel:V:cause;40;43;43;5.26917434767504
N:vrel:V:cease;2;2;2;1.0
N:vrel:V:cede;2;2;2;1.0
N:vrel:V:celebrate;2;2;2;1.0
N:vrel:V:change;5;5;5;2.3219280948873626
N:vrel:V:check;2;2;2;1.0
N:vrel:V:choose;5;5;5;2.3219280948873626
N:vrel:V:cite;3;3;3;1.584962500721156
N:vrel:V:claim;3;3;3;1.584962500721156
N:vrel:V:close;2;2;2;1.0
N:vrel:V:coin;2;4;4;1.0
N:vrel:V:collapse;5;5;5;2.3219280948873626
N:vrel:V:combine;3;3;3;1.584962500721156
N:vrel:V:compare;24;24;24;4.584962500721156
N:vrel:V:compile;1;2;2;0.0
N:vrel:V:compose;3;3;3;1.584962500721156
N:vrel:V:concern;4;4;4;2.0
N:vrel:V:connect;5;5;5;2.3219280948873626
N:vrel:V:consider;14;14;14;3.8073549220576055
N:vrel:V:construct;2;2;2;1.0
N:vrel:V:continue;27;27;27;4.754887502163471
N:vrel:V:contribute;10;10;10;3.321928094887362
N:vrel:V:control;2;2;2;1.0
N:vrel:V:correspond;2;2;2;1.0
N:vrel:V:counter;2;2;2;1.0
N:vrel:V:couple;3;3;3;1.584962500721156
N:vrel:V:create;15;16;16;3.875
N:vrel:V:culminate;4;4;4;2.0
N:vrel:V:date;2;2;2;1.0
N:vrel:V:decay;2;2;2;1.0
N:vrel:V:decide;6;7;7;2.521640636343318
N:vrel:V:declare;2;2;2;1.0
N:vrel:V:decline;4;4;4;2.0
N:vrel:V:dedicate;11;11;11;3.459431618637298
N:vrel:V:deem;5;5;5;2.3219280948873626
N:vrel:V:define;6;6;6;2.584962500721156
N:vrel:V:deliver;3;3;3;1.584962500721156
N:vrel:V:demonstrate;2;2;2;1.0
N:vrel:V:deny;2;2;2;1.0
N:vrel:V:deposit;4;5;5;1.9219280948873625
N:vrel:V:derive;4;4;4;2.0
N:vrel:V:describe;4;4;4;2.0
N:vrel:V:design;10;10;10;3.321928094887362
N:vrel:V:determine;3;3;3;1.584962500721156
N:vrel:V:develop;12;12;12;3.584962500721156
N:vrel:V:devote;5;6;6;2.2516291673878226
N:vrel:V:direct;4;5;5;1.9219280948873623
N:vrel:V:discover;6;6;6;2.584962500721156
N:vrel:V:discuss;3;3;3;1.584962500721156
N:vrel:V:disintegrate;2;2;2;1.0
N:vrel:V:divide;2;2;2;1.0
N:vrel:V:do;9;9;9;3.169925001442312
N:vrel:V:domesticate;2;2;2;1.0
N:vrel:V:dominate;2;2;2;1.0
N:vrel:V:double;2;2;2;1.0
N:vrel:V:draw;8;8;8;3.0
N:vrel:V:drill;2;2;2;1.0
N:vrel:V:drive;3;3;3;1.584962500721156
N:vrel:V:dub;7;7;7;2.807354922057604
N:vrel:V:earmark;2;2;2;1.0
N:vrel:V:edit;3;3;3;1.584962500721156
N:vrel:V:elect;4;5;5;1.9219280948873623
N:vrel:V:embody;2;2;2;1.0
N:vrel:V:emit;3;3;3;1.584962500721156
N:vrel:V:employ;3;3;3;1.584962500721156
N:vrel:V:enact;1;3;3;0.0
N:vrel:V:end;10;10;10;3.321928094887362
N:vrel:V:engineer;2;2;2;1.0
N:vrel:V:enter;5;5;5;2.3219280948873626
N:vrel:V:envision;2;2;2;1.0
N:vrel:V:equip;2;2;2;1.0
N:vrel:V:erect;4;4;4;2.0
N:vrel:V:establish;5;5;5;2.3219280948873626
N:vrel:V:estimate;3;3;3;1.584962500721156
N:vrel:V:evolve;12;12;12;3.584962500721156
N:vrel:V:examine;3;3;3;1.584962500721156
N:vrel:V:exclude;2;2;2;1.0
N:vrel:V:exemplify;3;3;3;1.584962500721156
N:vrel:V:expand;3;3;3;1.584962500721156
N:vrel:V:expel;2;2;2;1.0
N:vrel:V:express;2;2;2;1.0
N:vrel:V:extend;5;5;5;2.3219280948873626
N:vrel:V:extract;1;1;1;0.0
N:vrel:V:fail;11;12;12;3.418295834054489
N:vrel:V:favour;3;3;3;1.584962500721156
N:vrel:V:feed;3;3;3;1.584962500721156
N:vrel:V:feel;2;2;2;1.0
N:vrel:V:fight;7;7;7;2.807354922057604
N:vrel:V:file;4;4;4;2.0
N:vrel:V:fill;4;4;4;2.0
N:vrel:V:find;72;77;77;6.1369164108247745
N:vrel:V:fit;1;3;3;0.0
N:vrel:V:flee;6;6;6;2.584962500721156
N:vrel:V:flourish;3;3;3;1.584962500721156
N:vrel:V:focus;7;7;7;2.807354922057604
N:vrel:V:follow;41;42;42;5.344698375159715
N:vrel:V:forbid;1;1;1;0.0
N:vrel:V:force;3;3;3;1.584962500721156
N:vrel:V:form;8;8;8;3.0
N:vrel:V:found;6;6;6;2.584962500721156
N:vrel:V:gain;5;5;5;2.3219280948873626
N:vrel:V:gather;2;2;2;1.0
N:vrel:V:generate;2;2;2;1.0
N:vrel:V:get;2;2;2;1.0
N:vrel:V:give;28;32;32;4.6875
N:vrel:V:govern;1;1;1;0.0
N:vrel:V:grant;8;9;9;2.94770277922009
N:vrel:V:grow;4;5;5;1.9219280948873623
N:vrel:V:hand;2;3;3;0.9182958340544896
N:vrel:V:have;41;43;43;5.333241498888144
N:vrel:V:head;4;4;4;2.0
N:vrel:V:hear;6;6;6;2.584962500721156
N:vrel:V:help;17;17;17;4.08746284125034
N:vrel:V:hit;2;2;2;1.0
N:vrel:V:hold;21;25;25;4.243856189774722
N:vrel:V:host;2;2;2;1.0
N:vrel:V:identify;3;3;3;1.584962500721156
N:vrel:V:implement;1;1;1;0.0
N:vrel:V:impose;3;3;3;1.584962500721156
N:vrel:V:imprison;3;3;3;1.584962500721156
N:vrel:V:improvise;2;2;2;1.0
N:vrel:V:include;18;20;20;4.1219280948873624
N:vrel:V:incorporate;2;2;2;1.0
N:vrel:V:increase;5;5;5;2.3219280948873626
N:vrel:V:incur;2;2;2;1.0
N:vrel:V:indicate;4;4;4;2.0
N:vrel:V:influence;10;10;10;3.321928094887362
N:vrel:V:initiate;2;2;2;1.0
N:vrel:V:inspire;2;2;2;1.0
N:vrel:V:intend;7;7;7;2.807354922057604
N:vrel:V:interest;2;2;2;1.0
N:vrel:V:introduce;9;10;10;3.121928094887362
N:vrel:V:invent;2;2;2;1.0
N:vrel:V:involve;7;7;7;2.807354922057604
N:vrel:V:isolate;2;2;2;1.0
N:vrel:V:issue;10;11;11;3.2776134368191165
N:vrel:V:journey;2;2;2;1.0
N:vrel:V:keep;3;3;3;1.584962500721156
N:vrel:V:kill;4;4;4;2.0
N:vrel:V:know;60;64;64;5.863204882778696
N:vrel:V:label;2;2;2;1.0
N:vrel:V:land;2;2;2;1.0
N:vrel:V:last;10;11;11;3.2776134368191165
N:vrel:V:launch;5;5;5;2.3219280948873626
N:vrel:V:lead;61;71;71;5.818623527894442
N:vrel:V:leave;11;11;11;3.459431618637298
N:vrel:V:list;2;2;2;1.0
N:vrel:V:live;8;11;11;2.7321588913645707
N:vrel:V:locate;5;6;6;2.2516291673878226
N:vrel:V:lose;2;2;2;1.0
N:vrel:V:make;77;79;79;6.2531478367846995
N:vrel:V:manage;9;10;10;3.1219280948873624
N:vrel:V:march;3;3;3;1.584962500721156
N:vrel:V:market;2;2;2;1.0
N:vrel:V:marry;2;2;2;1.0
N:vrel:V:meet;13;13;13;3.7004397181410926
N:vrel:V:mention;9;14;14;2.835237745312118
N:vrel:V:mix;3;3;3;1.584962500721156
N:vrel:V:move;10;11;11;3.2776134368191165
N:vrel:V:multiply;2;2;2;1.0
N:vrel:V:name;61;65;65;5.887677236072097
N:vrel:V:naturalize;2;2;2;1.0
N:vrel:V:need;9;12;12;3.0220552088742
N:vrel:V:nickname;2;2;2;1.0
N:vrel:V:nominate;3;4;4;1.5
N:vrel:V:note;2;2;2;1.0
N:vrel:V:object;2;2;2;1.0
N:vrel:V:obtain;4;4;4;2.0
N:vrel:V:occupy;4;4;4;2.0
N:vrel:V:occur;14;14;14;3.8073549220576055
N:vrel:V:offer;7;7;7;2.807354922057604
N:vrel:V:open;9;11;11;3.027169118440619
N:vrel:V:operate;5;5;5;2.3219280948873626
N:vrel:V:order;3;3;3;1.584962500721156
N:vrel:V:originate;9;9;9;3.169925001442312
N:vrel:V:oversee;2;2;2;1.0
N:vrel:V:owe;2;2;2;1.0
N:vrel:V:participate;2;2;2;1.0
N:vrel:V:pass;13;14;14;3.6644977792004623
N:vrel:V:pay;4;4;4;2.0
N:vrel:V:perform;9;9;9;3.169925001442312
N:vrel:V:plan;3;3;3;1.584962500721156
N:vrel:V:play;20;20;20;4.321928094887363
N:vrel:V:point;2;2;2;1.0
N:vrel:V:popularize;2;2;2;1.0
N:vrel:V:populate;2;2;2;1.0
N:vrel:V:pose;2;2;2;1.0
N:vrel:V:possess;3;3;3;1.584962500721156
N:vrel:V:praise;2;2;2;1.0
N:vrel:V:precede;2;2;2;1.0
N:vrel:V:predict;3;3;3;1.584962500721156
N:vrel:V:premiere;2;3;3;0.9182958340544896
N:vrel:V:prepare;3;3;3;1.584962500721156
N:vrel:V:present;3;4;4;1.5
N:vrel:V:produce;14;15;15;3.7735572622751845
N:vrel:V:promise;2;2;2;1.0
N:vrel:V:promote;2;2;2;1.0
N:vrel:V:propose;7;7;7;2.807354922057604
N:vrel:V:protect;4;4;4;2.0
N:vrel:V:protest;2;2;2;1.0
N:vrel:V:prove;8;8;8;3.0
N:vrel:V:provide;10;11;11;3.2776134368191165
N:vrel:V:provoke;2;2;2;1.0
N:vrel:V:publish;13;14;14;3.6644977792004623
N:vrel:V:push;2;2;2;1.0
N:vrel:V:put;6;6;6;2.584962500721156
N:vrel:V:quote;4;4;4;2.0
N:vrel:V:rag;2;2;2;1.0
N:vrel:V:raise;5;5;5;2.3219280948873626
N:vrel:V:ratify;2;2;2;1.0
N:vrel:V:reach;19;20;20;4.221928094887362
N:vrel:V:read;5;5;5;2.3219280948873626
N:vrel:V:recommend;4;4;4;2.0
N:vrel:V:record;2;3;3;0.9182958340544896
N:vrel:V:recover;2;2;2;1.0
N:vrel:V:recruit;2;2;2;1.0
N:vrel:V:refer;5;5;5;2.3219280948873626
N:vrel:V:reflect;2;2;2;1.0
N:vrel:V:refuse;8;9;9;2.9477027792200903
N:vrel:V:regard;4;4;4;2.0
N:vrel:V:relate;9;9;9;3.169925001442312
N:vrel:V:release;5;5;5;2.3219280948873626
N:vrel:V:remain;12;12;12;3.584962500721156
N:vrel:V:remark;2;2;2;1.0
N:vrel:V:replace;2;2;2;1.0
N:vrel:V:require;11;11;11;3.459431618637298
N:vrel:V:reserve;3;3;3;1.584962500721156
N:vrel:V:resign;3;3;3;1.584962500721156
N:vrel:V:respond;4;4;4;2.0
N:vrel:V:rest;2;2;2;1.0
N:vrel:V:resume;2;2;2;1.0
N:vrel:V:retell;2;3;3;0.9182958340544896
N:vrel:V:return;16;18;18;3.9477027792200903
N:vrel:V:reveal;3;3;3;1.584962500721156
N:vrel:V:revolt;2;2;2;1.0
N:vrel:V:rotate;3;3;3;1.584962500721156
N:vrel:V:run;3;3;3;1.584962500721156
N:vrel:V:sail;2;2;2;1.0
N:vrel:V:score;2;2;2;1.0
N:vrel:V:search;2;2;2;1.0
N:vrel:V:secrete;2;2;2;1.0
N:vrel:V:secure;5;5;5;2.3219280948873626
N:vrel:V:see;12;12;12;3.584962500721156
N:vrel:V:seek;2;2;2;1.0
N:vrel:V:seem;5;5;5;2.3219280948873626
N:vrel:V:sell;19;20;20;4.221928094887362
N:vrel:V:send;18;21;21;4.106603137064474
N:vrel:V:serve;21;23;23;4.349648912578752
N:vrel:V:set;26;27;27;4.680813428089397
N:vrel:V:shape;2;2;2;1.0
N:vrel:V:ship;2;2;2;1.0
N:vrel:V:shoot;3;3;3;1.584962500721156
N:vrel:V:show;25;25;25;4.643856189774723
N:vrel:V:situate;3;4;4;1.5
N:vrel:V:slaughter;2;2;2;1.0
N:vrel:V:spare;2;2;2;1.0
N:vrel:V:speak;2;4;4;0.8112781244591328
N:vrel:V:spend;4;4;4;2.0
N:vrel:V:spread;13;13;13;3.7004397181410926
N:vrel:V:stand;4;4;4;2.0
N:vrel:V:start;29;30;30;4.840223928941852
N:vrel:V:state;3;3;3;1.584962500721156
N:vrel:V:station;10;10;10;3.321928094887362
N:vrel:V:stay;2;2;2;1.0
N:vrel:V:store;3;3;3;1.584962500721156
N:vrel:V:strip;2;2;2;1.0
N:vrel:V:submit;2;2;2;1.0
N:vrel:V:succeed;5;5;5;2.3219280948873626
N:vrel:V:suffer;8;8;8;3.0
N:vrel:V:suggest;3;3;3;1.584962500721156
N:vrel:V:summarize;1;1;1;0.0
N:vrel:V:support;8;8;8;3.0
N:vrel:V:surmount;3;3;3;1.584962500721156
N:vrel:V:surrender;6;7;7;2.5216406363433186
N:vrel:V:surround;2;2;2;1.0
N:vrel:V:survive;8;8;8;3.0
N:vrel:V:take;18;23;23;4.055958151615123
N:vrel:V:tell;4;4;4;2.0
N:vrel:V:tend;2;2;2;1.0
N:vrel:V:term;8;8;8;3.0
N:vrel:V:tie;2;2;2;1.0
N:vrel:V:translate;2;2;2;1.0
N:vrel:V:transport;2;2;2;1.0
N:vrel:V:try;7;7;7;2.807354922057604
N:vrel:V:turn;12;12;12;3.584962500721156
N:vrel:V:undertake;3;3;3;1.584962500721156
N:vrel:V:upgrade;2;2;2;1.0
N:vrel:V:use;62;83;83;5.677758672540577
N:vrel:V:vary;5;5;5;2.3219280948873626
N:vrel:V:vote;8;8;8;3.0
N:vrel:V:walk;2;2;2;1.0
N:vrel:V:warn;2;2;2;1.0
N:vrel:V:wear;3;3;3;1.584962500721156
N:vrel:V:win;25;25;25;4.643856189774723
N:vrel:V:work;7;7;7;2.807354922057604
N:vrel:V:wrap;4;4;4;2.0
N:vrel:V:write;21;22;22;4.368522527728205
Prep:pcomp-n-R:N:Per;53;109;109;4.962901883396933
Prep:pcomp-n-R:N:aboard;5;5;5;2.3219280948873626
Prep:pcomp-n-R:N:about;223;297;297;7.511429097728232
Prep:pcomp-n-R:N:above;47;61;61;5.387796100206103
Prep:pcomp-n-R:N:across;47;57;57;5.372106461419292
Prep:pcomp-n-R:N:after;358;659;659;7.922366269227396
Prep:pcomp-n-R:N:against;223;321;321;7.510007973843309
